customerId,articleId,price,salesChannelId
C00040,653428002,0.1355762711864406,1
C00101,636587001,0.008457627118644,1
C00101,640462002,0.0321864406779661,1
C00102,645422002,0.0143898305084745,2
C00102,645422002,0.0143898305084745,2
C00102,645424001,0.0508305084745762,2
C00102,645424001,0.0508305084745762,2
C00102,645423002,0.0143898305084745,2
C00103,591548002,0.036,1
C00113,667491006,0.0254067796610169,2
C00113,554450006,0.020322033898305,2
C00128,615021023,0.0169322033898305,1
C00128,697489002,0.0135423728813559,1
C00128,661166005,0.0508305084745762,1
C00135,673638002,0.0169322033898305,2
C00135,532578017,0.0101525423728813,2
C00597,612891003,0.0287966101694915,2
C00597,504154015,0.0152372881355932,2
C00597,504154003,0.020322033898305,2
C00604,582659001,0.0169322033898305,2
C00604,605966002,0.022864406779661,2
C00604,606107001,0.0169322033898305,2
C00604,606107001,0.0169322033898305,2
C00708,651724002,0.0338813559322033,2
C00708,651724002,0.0338813559322033,2
C00708,524825006,0.0237118644067796,2
C00708,662857002,0.0423559322033898,2
C00708,572127015,0.0186271186440677,2
C00708,572127015,0.0186271186440677,2
C00713,372860041,0.0067627118644067,2
C00713,448509009,0.020322033898305,2
C00713,549914002,0.0118474576271186,2
C00713,657476005,0.0169322033898305,2
C00713,519583008,0.0338813559322033,2
C00713,519583008,0.0338813559322033,2
C00713,657476001,0.0169322033898305,2
C00713,679494004,0.0169322033898305,2
C00713,679494004,0.0169322033898305,2
C00713,683662008,0.0135423728813559,2
C00713,683662008,0.0135423728813559,2
C00877,632516002,0.0677796610169491,2
C00877,533230002,0.0304915254237288,2
C00877,436083001,0.0254067796610169,2
C00877,522725014,0.0220169491525423,2
C00877,484398005,0.0237118644067796,2
C00877,678086001,0.0254067796610169,2
C00877,572399005,0.0169322033898305,2
C00877,622238018,0.0254067796610169,2
C00900,234421001,0.0169322033898305,1
C00900,534164001,0.0338813559322033,1
C00900,654266005,0.0220169491525423,1
C00900,469562013,0.0677796610169491,1
C00900,536139010,0.0067627118644067,1
C00049,554598009,0.0169322033898305,1
C00049,554598028,0.0169322033898305,1
C00049,554598012,0.0169322033898305,1
C00049,554598001,0.0169322033898305,1
C00049,610776010,0.008457627118644,1
C00250,516000024,0.0067627118644067,2
C00250,516000017,0.0169322033898305,2
C00250,516712001,0.0220169491525423,2
C00250,516000034,0.0169322033898305,2
C00250,516000034,0.0169322033898305,2
C00250,516000019,0.0101525423728813,2
C00304,645638003,0.0338813559322033,1
C00304,663515004,0.0254067796610169,1
C00304,627379002,0.0482881355932203,1
C00507,539723003,0.0304915254237288,1
C00507,607833003,0.0508305084745762,1
C00507,672890003,0.0254067796610169,1
C00522,399223001,0.0304915254237288,1
C00553,690279001,0.1016779661016949,2
C00704,577992006,0.0220169491525423,2
C00838,344956009,0.0050677966101694,1
C00930,554541005,0.0423559322033898,2
C00930,546565004,0.0338813559322033,2
C00930,554546030,0.0338813559322033,2
C00930,546565003,0.0338813559322033,2
C00930,554546016,0.0338813559322033,2
C00930,554541034,0.0423559322033898,2
C00988,464908002,0.0169322033898305,1
C00988,495573004,0.0254067796610169,1
C00577,629604002,0.0135423728813559,2
C00577,327821034,0.0220169491525423,2
C00577,659280002,0.0338813559322033,2
C00577,517959025,0.0220169491525423,2
C00577,631452001,0.0220169491525423,2
C00577,659314001,0.0254067796610169,2
C00577,670674004,0.0135423728813559,2
C00577,677885004,0.008457627118644,2
C00577,677885004,0.008457627118644,2
C00577,670674003,0.0135423728813559,2
C00577,677885007,0.008457627118644,2
C00577,677885007,0.008457627118644,2
C00900,469562013,0.0677796610169491,1
